Name of Organization,Program,Address,Borough,Postcode,Served By,Event Date,Citywide Outreach,Age,Head Start PreK,Hospital Health Care,Seniors,Community Site,Hands On,Special Needs,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),the_geom,Site_Serve,Event_Date,Activity,LONG,LAT,X,Y,opportunity_id,content_id,vol_requests,event_time,title,hits,summary,is_priority,category_id,category_desc,amsl,amsl_unit,org_title,org_content_id,addresses_count,locality,region,primary_loc,display_url,recurrence_type,hours,created_date,last_modified_date,start_date_date,end_date_date,status,Community Council ,Census Tract,NTA
Premium Electric Gas Bikes Parts,Bike Safety,455 Sutter Ave,BK,11212,Citywide Outreach,01/30/2024,Materials Distribution,,No,No,No,No,No,,40.66833,-73.90229,316.0,37.0,3394366.0,3037470001.0,908.0,BK1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 102 Jacques Cartier,Outreach,315 E 113Th St,MN,10029,Citywide Outreach,01/30/2024,"Word on the Street
Word on the Street","Grade 4
Grade 5",No,No,No,Yes,No,,40.794869,-73.938711,111.0,8.0,1081366.0,1016840101.0,180.0,MN1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 139 Alexine A Fenty (2),Outreach,330 Rugby Rd,BK,11226,Citywide Outreach,01/30/2024,"Safety Smarts
My Safety Toolbox
Word on the Street
Word on the Street","Children
Grade 3
Children
Grade 5",No,No,No,No,No,Self contained,40.641937,-73.965523,314.0,40.0,3328235.0,3051440064.0,1522.0,BK1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 152,Theater,725 East 23 Street,BK,11210,Citywide Outreach,01/30/2024,FLT Teen Performance,Grade 4,No,No,No,No,No,,40.632562,-73.954724,314.0,45.0,3205780.0,3075510026.0,772.0,BK1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 225 Eileen E Zaglin (The) -1,Theater,1075 Oceanview Avenue,BK,11235,Citywide Outreach,01/30/2024,FLT Teen Performance,Grade 5,No,No,No,No,No,,40.579737,-73.956329,313.0,48.0,3245498.0,3087120056.0,61004.0,BK1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 236 Mill Basin  (1),Outreach,6302 Ave U,BK,11234,Citywide Outreach,01/30/2024,Word on the Street,Grade 5,No,No,No,No,No,Self contained,40.615998,-73.912989,318.0,46.0,3326821.0,3084640001.0,698.0,BK1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps/Is 208,Outreach,74-30 Commonwealth Boulevard,QN,11426,Citywide Outreach,01/30/2024,Word on the Street,Grade 6,No,No,No,No,No,,40.745948,-73.727456,413.0,23.0,4529898.0,4078700070.0,1567.0,QN1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS/IS 226 The Alfred De B. Mason School,Outreach,6006 23rd Avenue,BK,11204,Citywide Outreach,01/30/2024,"Stop-Think-Act
Stop-Think-Act
Stop-Think-Act
Stop-Think-Act","Grade 7
Grade 7
Grade 8
Grade 8",No,No,No,No,No,,40.615252,-73.97635,312.0,44.0,3172071.0,3065490024.0,446.0,BK1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R&A Cycles,Bike Safety,105 5th Avenue,BK,11217,Citywide Outreach,01/30/2024,Materials Distribution,,No,No,No,No,No,,40.679403,-73.978426,306.0,39.0,3018995.0,3009410007.0,12902.0,BK0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ride Brooklyn,Bike Safety,468 Bergen Street,BK,11217,Citywide Outreach,01/30/2024,Materials Distribution,Adults,No,No,No,No,No,,40.681031,-73.975876,306.0,39.0,3018595.0,3009330025.0,12902.0,BK0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Women's Health Center #2,Child Passenger Safety,133-03 Jamaica Avenue,QN,11418,Citywide Outreach,01/30/2024,Safety Shower,Adults,No,Yes,No,No,No,,40.702268,-73.819498,409.0,29.0,4194031.0,4092840006.0,14202.0,QN0902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooklyn RISE Charter School,Outreach,9 Hanover Place,BK,11201,Citywide Outreach,01/31/2024,"Safety Smarts
My Safety Toolbox","Grade 2
Grade 3",No,No,No,No,No,,40.689071,-73.982284,302.0,33.0,3000464.0,3001610027.0,37.0,BK0202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooklyn Urban Garden Charter School,Outreach,500 19th St Brooklyn,BK,11215,Citywide Outreach,01/31/2024,Stop-Think-Act,Grade 7,No,No,No,No,No,,40.656944,-73.983115,307.0,39.0,3017307.0,3008890001.0,1502.0,BK0701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community center seniors HHS,Outreach,600 W 168 ST NY,MN,10032,Citywide Outreach,01/31/2024,Other,Adults,No,No,No,Yes,No,,40.841264,-73.940223,112.0,10.0,1063379.0,1021380024.0,251.0,MN1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Peninsula Headstart #2,Outreach,711 Manida Street,BX,10474,Citywide Outreach,01/31/2024,Parent Workshop,Adults,Yes,No,No,No,No,,40.814588,-73.888434,202.0,17.0,2006496.0,2027630029.0,9301.0,BX0201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Street Health- Cambria Heights,Outreach,22201 Linden Bv,QN,11411,Citywide Outreach,01/31/2024,Seniors - Streetwise,Older Adults,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 121 - 1,Outreach,126-10 109Th Ave,QN,11420,Citywide Outreach,01/31/2024,My Safety Toolbox,Grade 3,No,No,No,No,No,,40.68405,-73.815834,410.0,28.0,4249769.0,4116070001.0,170.0,QN1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 223 Lyndon B Johnson,Outreach,125-20 Sutphin Avenue,QN,11436,Citywide Outreach,01/31/2024,My Safety Toolbox,Grade 3,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 34 Oliver H Perry,Outreach,131 Norman Avenue,BK,11222,Citywide Outreach,01/31/2024,"Word on the Street
Word on the Street","Grade 4
Grade 5",No,No,No,Yes,No,,40.726135,-73.949649,301.0,33.0,3065733.0,3026220028.0,573.0,BK0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 44 David C Farragut,Outreach,1825 Prospect Avenue,BX,10457,Citywide Outreach,01/31/2024,"My Safety Toolbox
Word on the Street
Word on the Street","Grade 3
Grade 4
Grade 5",No,No,No,No,No,,40.842084,-73.891116,206.0,15.0,2009957.0,2029490064.0,36902.0,BX0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS/IS 226 The Alfred De B. Mason School,Outreach,6006 23rd Avenue,BK,11204,Citywide Outreach,01/31/2024,"Stop-Think-Act
Stop-Think-Act
Stop-Think-Act
Stop-Think-Act","Grade 7
Grade 7
Grade 8
Grade 8",No,No,No,No,No,Other special needs,40.615252,-73.97635,312.0,44.0,3172071.0,3065490024.0,446.0,BK1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps/Is 266,Outreach,74-10 Commonwealth Boulevard,QN,11426,Citywide Outreach,01/31/2024,"Stop-Think-Act
Stop-Think-Act
Stop-Think-Act
Stop-Think-Act","Grade 8
Grade 7
Grade 7
Grade 8",No,No,No,No,No,,40.746231,-73.727614,413.0,23.0,4529900.0,4078700074.0,1567.0,QN1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queens College School For Math Science & Technology,Material Distribution,148-20 Reeves Avenue,QN,11367,Citywide Outreach,01/31/2024,"School
School
School","Adults
Adults
Adults",No,No,No,Yes,No,,40.739246,-73.822057,408.0,24.0,4467571.0,4065070150.0,809.0,QN0801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williamsburg Preparatory School,Theater,257 N 6th Street,BK,11211,Citywide Outreach,01/31/2024,FLT Teen Performance,Grade 5,No,No,No,No,No,,40.715073,-73.954754,301.0,34.0,3062135.0,3023300011.0,519.0,BK0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin N Cardozo High School,Outreach,57-00 223rd Street,QN,11364,Citywide Outreach,02/01/2024,Driving Safely in the City,Grade 12,No,No,No,No,No,,40.752333,-73.75599,411.0,23.0,4161735.0,4075290001.0,138501.0,QN1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooklyn RISE Charter School,Outreach,9 Hanover Place,BK,11201,Citywide Outreach,02/01/2024,"Safety Smarts
Safety Smarts","Grade K
Grade 1",No,No,No,No,No,,40.689071,-73.982284,302.0,33.0,3000464.0,3001610027.0,37.0,BK0202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooklyn Urban Garden Charter School,Outreach,500 19th St Brooklyn,BK,11215,Citywide Outreach,02/01/2024,Stop-Think-Act,Grade 8,No,No,No,No,No,,40.656944,-73.983115,307.0,39.0,3017307.0,3008890001.0,1502.0,BK0701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOH/Family Wellness #3,Outreach,158 East 115th Street,MN,10029,Citywide Outreach,02/01/2024,Child Passenger Safety Workshop,Adults,No,Yes,No,No,No,,40.797755,-73.941699,111.0,8.0,1052229.0,1016400147.0,182.0,MN1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOH/Family Wellness #4,Outreach,158 East 115th Street,MN,10029,Citywide Outreach,02/01/2024,Child Passenger Safety Workshop,Adults,No,Yes,No,No,No,,40.797755,-73.941699,111.0,8.0,1052229.0,1016400147.0,182.0,MN1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 121 - 1,Outreach,126-10 109Th Ave,QN,11420,Citywide Outreach,02/01/2024,Safety Smarts,Grade 2,No,No,No,No,No,,40.68405,-73.815834,410.0,28.0,4249769.0,4116070001.0,170.0,QN1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 160 William T Sampson,Outreach,1057 52nd street,BK,11219,Citywide Outreach,02/01/2024,"Word on the Street
Word on the Street","Grade 4
Grade 5",No,No,No,No,No,,40.636493,-73.999056,312.0,44.0,3398120.0,3056530055.0,220.0,BK1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 223 Lyndon B Johnson (2),Outreach,125-20 Sutphin Avenue,QN,11436,Citywide Outreach,02/01/2024,Cross this way,Grade 4,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 32 Samuels Mills Sprole,Outreach,317 Hoyt Street,BK,11231,Citywide Outreach,02/01/2024,Word on the Street,Grade 5,No,No,No,Yes,No,,40.680445,-73.991949,306.0,39.0,3000000.0,3004370001.0,75.0,BK0601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 463 Urban Scholars Community School,Outreach,1180 Tinton Avenue,BX,10456,Citywide Outreach,02/01/2024,"Word on the Street
Word on the Street","Grade 4
Grade 5",No,No,No,No,No,,40.828419,-73.900721,203.0,17.0,2004869.0,2026720001.0,135.0,BX0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS/IS 226 The Alfred De B. Mason School,Outreach,6006 23rd Avenue,BK,11204,Citywide Outreach,02/01/2024,Stop-Think-Act,Grade 6,No,No,No,No,No,,40.615252,-73.97635,312.0,44.0,3172071.0,3065490024.0,446.0,BK1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS/IS 226 The Alfred De B. Mason School,Outreach,6006 23rd Avenue,BK,11204,Citywide Outreach,02/01/2024,"Stop-Think-Act
Stop-Think-Act
Stop-Think-Act
Stop-Think-Act","Grade 6
Grade 6
Grade 6
Grade 6",No,No,No,No,No,,40.615252,-73.97635,312.0,44.0,3172071.0,3065490024.0,446.0,BK1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queens Center Mall,DWI,90-15 Queens Blvd.,QN,11373,Citywide Outreach,02/01/2024,Other DWI,Adults,No,No,No,No,No,,40.733848,-73.871578,404.0,25.0,4045999.0,4018600100.0,683.0,QN0401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queens Center Mall,DWI,90-15 Queens Boulevard,QN,11373,Citywide Outreach,02/01/2024,Other DWI,Adults,No,No,No,No,No,,40.733848,-73.871578,404.0,25.0,4045999.0,4018600100.0,683.0,QN0401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academy For Young Writers,Outreach,1065 Elton Street,BK,11208,Citywide Outreach,02/02/2024,"Stop-Think-Act
Stop-Think-Act","Grade 6
Grade 6",No,No,No,No,No,,40.657434,-73.874734,305.0,42.0,3413878.0,3044490001.0,107001.0,BK0504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academy For Young Writers,Outreach,1065 Elton Street,BK,11208,Citywide Outreach,02/02/2024,"Stop-Think-Act
Stop-Think-Act
Stop-Think-Act","Grade 6
Grade 6
Grade 6",No,No,No,No,No,,40.657434,-73.874734,305.0,42.0,3413878.0,3044490001.0,107001.0,BK0504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin N Cardozo High School,Outreach,57-00 223rd Street,QN,11364,Citywide Outreach,02/02/2024,Driving Safely in the City,Grade 12,No,No,No,No,No,,40.752333,-73.75599,411.0,23.0,4161735.0,4075290001.0,138501.0,QN1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRC Senior Center,Outreach,30 Delancey Street,MN,10002,Citywide Outreach,02/02/2024,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.719792,-73.992269,103.0,1.0,1079081.0,1004200001.0,18.0,MN0302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle School 45X,Theater,2502 Lorillard Place,BX,10458,Citywide Outreach,02/02/2024,FLT Teen Performance,Grade 6,No,No,No,No,No,,40.858692,-73.887214,206.0,15.0,2011937.0,2030670001.0,387.0,BX0603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 120,Outreach,58-01 136th Street,QN,11355,Citywide Outreach,02/02/2024,Cross this way,Grade 5,No,No,No,No,No,,40.745526,-73.829309,407.0,20.0,4139491.0,4063730001.0,80301.0,QN0706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 147 Issac Remsen,Outreach,325 Bushwick Avenue,BK,11206,Citywide Outreach,02/02/2024,"My Safety Toolbox
Word on the Street
Word on the Street","Grade 3
Grade 4
Grade 5",No,No,No,Yes,No,,40.705204,-73.939407,301.0,34.0,3071418.0,3030910001.0,485.0,BK0104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 206 Horace Harding School (The) (PW),Outreach,61-21 97th Place,QN,11374,Citywide Outreach,02/02/2024,Parent Workshop,Adults,No,No,No,No,No,,40.73425,-73.861546,406.0,24.0,4050414.0,4020830123.0,71702.0,QN0601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 223 Lyndon B Johnson (3),Outreach,125-20 Sutphin Avenue,QN,11436,Citywide Outreach,02/02/2024,Stop-Think-Act,Grade 5,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 229 Emanuel Kaplan,Outreach,67-25 51st Road,QN,11377,Citywide Outreach,02/02/2024,"Word on the Street
Word on the Street","Grade 4
Grade 5",No,No,No,No,No,Self contained,40.734294,-73.897557,405.0,30.0,4440274.0,4024230001.0,513.0,QN0501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 254 Dag Hammarskjold,Outreach,1801 Avenue Y,BK,11235,Citywide Outreach,02/02/2024,Safety Smarts,Grade 2,No,No,No,No,No,,40.590423,-73.951753,315.0,48.0,3203132.0,3074200026.0,592.0,BK1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 463 Urban Scholars Community School,Outreach,1180 Tinton Avenue,BX,10456,Citywide Outreach,02/02/2024,"Word on the Street
Word on the Street","Grade 4
Grade 5",No,No,No,No,No,,40.828419,-73.900721,203.0,17.0,2004869.0,2026720001.0,135.0,BX0301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virtual car seat check - Sophia,Child Passenger Safety,580 empire Blvd,BK,11225,Citywide Outreach,02/02/2024,Car Seat Check,Adults,No,No,No,No,No,,40.66407,-73.94311,309.0,40.0,3035184.0,3013250022.0,329.0,BK0902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
virtual car seat check-Sophia Baptiste,Child Passenger Safety,580 Empire Bv,BK,11225,Citywide Outreach,02/02/2024,Car Seat Check,Adults,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health Essential Association Staten Island,Special Event,465 New Dorp Lane,SI,10306,Citywide Outreach,02/03/2024,"Community Fair
Community Fair
Community Fair","Older Adults
Adults
Children",No,No,No,Yes,Yes,,40.569393,-74.107737,502.0,50.0,5055367.0,5039300010.0,11204.0,SI9592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Center for Family Life Afterschool at PS 94K,Outreach,5010 Sixth Avenue,BK,11220,Citywide Outreach,02/05/2024,Cross this way,Grade 5,No,No,No,Yes,No,,40.64366,-74.008252,307.0,38.0,3332126.0,3007920026.0,98.0,BK0703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 179 Kensington,Theater,202 Avenue C,BK,11218,Citywide Outreach,02/05/2024,FLT Teen Performance,Grade 5,No,No,No,No,No,,40.640463,-73.977642,312.0,39.0,3126001.0,3053710001.0,488.0,BK1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 184 Flushing Manor,Outreach,163-15 21St Rd,QN,11357,Citywide Outreach,02/05/2024,"Word on the Street
Word on the Street
Word on the Street
Word on the Street","Grade 4
Grade 4
Grade 4
Grade 4",No,No,No,No,No,,40.778095,-73.800163,407.0,19.0,4129072.0,4057560001.0,1017.0,QN0703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 184 Flushing Manor,Outreach,163-15 21St Rd,QN,11357,Citywide Outreach,02/05/2024,"Word on the Street
Word on the Street
Word on the Street
Word on the Street","Grade 4
Grade 4
Grade 4
Grade 4",No,No,No,No,No,,40.778095,-73.800163,407.0,19.0,4129072.0,4057560001.0,1017.0,QN0703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 225 Eileen E Zaglin (The),Outreach,1075 Oceanview Avenue,BK,11235,Citywide Outreach,02/05/2024,"Word on the Street
Word on the Street","Grade 4
Grade 5",No,No,No,No,No,Self contained,40.579737,-73.956329,313.0,48.0,3245498.0,3087120056.0,61004.0,BK1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps/Is 179 Kensington,Theater,202 Avenue C,BK,11218,Citywide Outreach,02/05/2024,FLT Teen Performance,Grade 6,No,No,No,No,No,,40.640463,-73.977642,312.0,39.0,3126001.0,3053710001.0,488.0,BK1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shorefront YM-YWHA @P.S. 225K,Outreach,1075 Ocean View Avenue,BK,11235,Citywide Outreach,02/05/2024,Cross this way,Grade 6,No,No,No,No,No,,40.579737,-73.956329,313.0,48.0,3245498.0,3087120056.0,61004.0,BK1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Village View NORC,Outreach,175 East 4 Street,MN,10009,Citywide Outreach,02/05/2024,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.724528,-73.985461,103.0,2.0,1077559.0,1004320001.0,32.0,MN0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239 NYC Electric Bicycle Shop,Bike Safety,1239 Flatbush Avenue,BK,11226,,02/06/2024,Materials Distribution,Adults,No,No,No,No,No,,40.640086,-73.955208,314.0,45.0,3120333.0,3052100025.0,79001.0,BK1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ Bikes,Bike Safety,302 Marcus Garvey Blvd,BK,11221,Citywide Outreach,02/06/2024,Materials Distribution,Adults,No,No,No,No,No,,40.687047,-73.938861,303.0,36.0,3051258.0,3018160038.0,277.0,BK0302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin N Cardozo High School (3),Outreach,57-00 223rd Street,QN,11364,Citywide Outreach,02/06/2024,Driving Safely in the City,Grade 12,No,No,No,No,No,,40.752333,-73.75599,411.0,23.0,4161735.0,4075290001.0,138501.0,QN1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bike Roots,Bike Safety,663 Franklin Ave,BK,11238,Citywide Outreach,02/06/2024,Materials Distribution,,No,No,No,No,No,,40.675746,-73.956122,308.0,35.0,3030866.0,3012240012.0,221.0,BK0802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOH Family Wellness Suite,Outreach,1826 Arthur Avenue,BX,10457,Citywide Outreach,02/06/2024,Parent Workshop,Adults,No,No,No,No,No,,40.844083,-73.894482,206.0,15.0,2009891.0,2029450018.0,36901.0,BX0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOH Family Wellness Suite,Outreach,1826 Arthur Avenue,BX,10457,Citywide Outreach,02/06/2024,Parent Workshop,Adults,No,No,No,No,No,,40.844083,-73.894482,206.0,15.0,2009891.0,2029450018.0,36901.0,BX0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventbiketech,Bike Safety,1685 JIROME AVE.,BX,10453,Citywide Outreach,04/12/2024,Other Bike Safety,Adults,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E M Moore Houses,Outreach,160 West 116 Street,MN,10026,Citywide Outreach,02/06/2024,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.802725,-73.951371,110.0,9.0,1055056.0,1018250059.0,218.0,MN1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fly E-Bike,Bike Safety,712 Flatbush Avenue,BK,11226,,02/06/2024,Materials Distribution,Adults,No,No,No,No,No,,40.655958,-73.959955,309.0,40.0,3114646.0,3050260264.0,79802.0,BK0902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Trinity Church,Outreach,157 Montague St,BK,11201,Citywide Outreach,02/06/2024,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.694504,-73.993213,302.0,33.0,3329457.0,3002430008.0,502.0,BK0201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Trinity Church,Material Distribution,157 Montague St,BK,11201,Citywide Outreach,02/06/2024,Other Not for Profit,Older Adults,No,No,No,No,No,,40.694504,-73.993213,302.0,33.0,3329457.0,3002430008.0,502.0,BK0201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manhattan School for Career Development,Outreach,75 Morton St,MN,10014,Citywide Outreach,02/06/2024,Word on the Street,Grade 6,No,No,No,No,No,,40.730999,-74.007191,102.0,3.0,1010407.0,1006030049.0,69.0,MN0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newtown Older Adult Center,Outreach,83-20 Queens Boulevard,QN,11373,Citywide Outreach,02/06/2024,Seniors - Streetwise,Older Adults,No,No,Yes,No,No,,40.737205,-73.879686,404.0,30.0,4057291.0,4024760017.0,475.0,QN0401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.S. 214k,Outreach,2944 Pitkin Avenue,BK,11208,Citywide Outreach,02/06/2024,Parent Workshop,Adults,Yes,No,No,No,No,,40.676513,-73.863151,305.0,37.0,3095254.0,3042430001.0,1202.0,BK0505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 223 Lyndon B Johnson,Outreach,125-20 Sutphin Avenue,QN,11436,Citywide Outreach,02/06/2024,Stop-Think-Act,Grade 5,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 361 East Flatbush Early Childhood School,Outreach,3109 Newkirk Avenue,BK,11226,Citywide Outreach,02/06/2024,Safety Smarts,Grade 1,No,No,No,No,No,Self contained,40.640066,-73.947253,317.0,45.0,3112334.0,3049650001.0,830.0,BK1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 506 School Of Journalism And Technology (The),Outreach,330 60th Street,BK,11220,Citywide Outreach,02/06/2024,Word on the Street,Grade 4,No,No,No,Yes,No,,40.641539,-74.019602,307.0,38.0,3143369.0,3057810019.0,72.0,BK0702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ps 6 Lillie D Blake,Outreach,45 E 81st Street,MN,10028,Citywide Outreach,02/06/2024,"Safety Smarts
My Safety Toolbox
Word on the Street","Grade 2
Grade 3
Grade 4",No,No,No,No,No,,40.777455,-73.960713,108.0,4.0,1046668.0,1014930021.0,142.0,MN0802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 98 Shorak K.,Outreach,512 W. 212th St.,MN,10034,Citywide Outreach,02/06/2024,Vision Hero,Adults,No,No,No,No,No,,40.867826,-73.917059,112.0,10.0,1064871.0,1022290012.0,303.0,MN1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Validus Preparatory Academy,Theater,1595 Bathgate Avenue,BX,10457,Citywide Outreach,02/06/2024,FLT Teen Performance,Grade 5,No,No,No,No,No,,40.839244,-73.901316,203.0,15.0,2009555.0,2029130001.0,167.0,BX0302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterside Children'S Studio School,Outreach,1-90 Beach 110Th St,QN,11694,Citywide Outreach,02/06/2024,"Word on the Street
Word on the Street","Grade 4
Grade 5",No,No,No,No,No,,40.580928,-73.831836,414.0,32.0,4303853.0,4161810001.0,938.0,QN1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barclay Center,Bike Safety,620 Atlantic Avenue,BK,11217,Citywide Outreach,02/07/2024,Delivery Cyclist,Adults,No,No,No,No,No,,40.683454,-73.975691,302.0,35.0,3398156.0,3011180001.0,12902.0,BK0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin N Cardozo High School,Outreach,57-00 223rd Street,QN,11364,Citywide Outreach,02/07/2024,Driving Safely in the City,Grade 12,No,No,No,No,No,,40.752333,-73.75599,411.0,23.0,4161735.0,4075290001.0,138501.0,QN1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronx Health Sciences High School,Theater,750 Baychester Avenue,BX,10475,Citywide Outreach,02/07/2024,FLT Teen Performance,Grade 11,No,No,No,No,No,,40.874088,-73.833904,210.0,12.0,2116159.0,2051410150.0,46205.0,BX1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
